section_num,district,address,phone,judge_name,schedule,boundary_text
5,"Границы участка: Улицы: Авиаторская, Аксакова, Алма-Атинская, Ангарская, Армавирская, Белорусская, Волочильная, Воронихина, Газетная, Гвоздильная, Дачная, 2-я Дачная, Днепропетровская, Донбасская, Дружбы - дома с N 1 по N 13 (нечетные), с N 2 по N 40 (четные), Завкомовская, Замковая, Заозерная, Застройщиков, Зейская, Игарская, Ижевская, Ильменская, Кировская - дома с N 17 по N 109 (нечетные), с N 18 по N 110 (четные), Кисловодская, Красногвардейская, Краснознаменная, Красноэтновская, Кременчугская, Лагерная, Лермонтова, Лоцманская, Молодая Гвардия, Минская, Можайская, Национальная, Обводная, Огарева, Палехская, Пермская, Писарева, Пограничников, Подольская, Политотдельская, Порт-Артурская, Премудрова, Ростовская, Рылеева, Севастопольская, Серпуховская, Смоленская, Снежная - дома с N 20 по N 112 (четные), Станкозаводская, Тельмана, Удмуртская, Уржумская, Усольская, Читинская, Юношеская. Шоссе Комсомольское (со стороны территории Ленинского района). Переулки: 2-й Дачный; Каракумский; Красноэтновский. Территории предприятий: ОАО ""Завод ""Красная Этна"" (ул. Порт-Артурская, 1), Нижегородское пассажирское автопредприятие N 6 - филиал ГП НО ""Нижегородпассажиравтотранс"" (ул. Удмуртская, 40), рынок автозапчастей (ул. Удмуртская). Кладбище ""Красная Этна"" (ул. Удмуртская). МЛПУ ""Противотуберкулезный диспансер"" (ул. Гвоздильная, 8). Автозаводское отделение ОАО ""Нижегородоблгаз"" (ул. Аксакова, 38) и другие предприятия и организации, находящиеся на обслуживаемой территории.","603950, г. Н.Новгород, ул. Памирская 13",2508818,Лапшина Эльвира Наильевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 08.00-10.00; вторник, среда 15.00-17.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Бульвар Заречный - дома N 1, 3, 5. Проспект Ленина - дома с N 20 по N 60 (четные с корпусами). Улицы: Баха академика, Гончарова - дома с N 19 по N 25 (нечетные), с N 16 по N 24 (четные с корпусами), Комарова космонавта, Макарова адмирала - дома с N 1 по N 7 (нечетные с корпусами), Норильская, Подводников - дома N 29, 31, Сухопутная, Усиевича, Чугунова героя, Юпитерская. Переулок Юпитерский. Территории предприятий: ОАО ""Инженерный центр энергетики Поволжья"" - филиал ""Нижегородскэнергосетьпроект"" (пр. Ленина, 20). МЛПУ ""Городская больница N 33"" (пр. Ленина, 54). МОУ ""Специальная школа-интернат N 6"" (ул. Сухопутная, 2). МОУ средние общеобразовательные школы N 148, 175, 177, 182. Нижегородский колледж экономики, статистики и права (ул. Космонавта Комарова). Сочинский государственный университет туризма и курортного дела (ул. Макарова адмирала, 1а). ККЗ ""Россия"" (пр. Ленина, 32). Администрация Ленинского района (пр. Ленина, 46). Управление внутренних дел по Ленинскому району (ул. Чугунова, 3). Военный комиссариат Ленинского района (ул. Чугунова, 7). ГУ ""Управление Пенсионного фонда Российской Федерации в Ленинском районе г. Нижнего Новгорода"" (пр. Ленина, 54а). Инспекция Федеральной налоговой службы России по Ленинскому району (ул. Комарова космонавта, 2б). ОАО ""Хлебозавод N 5"" (ул. Комарова космонавта, 2). Ленинский районный суд (ул. Комарова космонавта, 10а) и другие предприятия и учреждения, находящиеся на обслуживаемой территории.","Бульвар Заречный - дома N 1, 3, 5. Проспект Ленина - дома с N 20 по N 60 (четные с корпусами). Улицы: Баха академика, Гончарова - дома с N 19 по N 25 (нечетные), с N 16 по N 24 (четные с корпусами), Комарова космонавта, Макарова адмирала - дома с N 1 по N 7 (нечетные с корпусами), Норильская, Подводников - дома N 29, 31, Сухопутная, Усиевича, Чугунова героя, Юпитерская. Переулок Юпитерский. Территории предприятий: ОАО ""Инженерный центр энергетики Поволжья"" - филиал ""Нижегородскэнергосетьпроект"" (пр. Ленина, 20). МЛПУ ""Городская больница N 33"" (пр. Ленина, 54). МОУ ""Специальная школа-интернат N 6"" (ул. Сухопутная, 2). МОУ средние общеобразовательные школы N 148, 175, 177, 182. Нижегородский колледж экономики, статистики и права (ул. Космонавта Комарова). Сочинский государственный университет туризма и курортного дела (ул. Макарова адмирала, 1а). ККЗ ""Россия"" (пр. Ленина, 32). Администрация Ленинского района (пр. Ленина, 46). Управление внутренних дел по Ленинскому району (ул. Чугунова, 3). Военный комиссариат Ленинского района (ул. Чугунова, 7). ГУ ""Управление Пенсионного фонда Российской Федерации в Ленинском районе г. Нижнего Новгорода"" (пр. Ленина, 54а). Инспекция Федеральной налоговой службы России по Ленинскому району (ул. Комарова космонавта, 2б). ОАО ""Хлебозавод N 5"" (ул. Комарова космонавта, 2). Ленинский районный суд (ул. Комарова космонавта, 10а) и другие предприятия и учреждения, находящиеся на обслуживаемой территории."
6,"Границы участка: Бульвар Заречный - дома N 1, 3, 5. Проспект Ленина - дома с N 20 по N 60 (четные с корпусами). Улицы: Баха академика, Гончарова - дома с N 19 по N 25 (нечетные), с N 16 по N 24 (четные с корпусами), Комарова космонавта, Макарова адмирала - дома с N 1 по N 7 (нечетные с корпусами), Норильская, Подводников - дома N 29, 31, Сухопутная, Усиевича, Чугунова героя, Юпитерская. Переулок Юпитерский. Территории предприятий: ОАО ""Инженерный центр энергетики Поволжья"" - филиал ""Нижегородскэнергосетьпроект"" (пр. Ленина, 20). МЛПУ ""Городская больница N 33"" (пр. Ленина, 54). МОУ ""Специальная школа-интернат N 6"" (ул. Сухопутная, 2). МОУ средние общеобразовательные школы N 148, 175, 177, 182. Нижегородский колледж экономики, статистики и права (ул. Космонавта Комарова). Сочинский государственный университет туризма и курортного дела (ул. Макарова адмирала, 1а). ККЗ ""Россия"" (пр. Ленина, 32). Администрация Ленинского района (пр. Ленина, 46). Управление внутренних дел по Ленинскому району (ул. Чугунова, 3). Военный комиссариат Ленинского района (ул. Чугунова, 7). ГУ ""Управление Пенсионного фонда Российской Федерации в Ленинском районе г. Нижнего Новгорода"" (пр. Ленина, 54а). Инспекция Федеральной налоговой службы России по Ленинскому району (ул. Комарова космонавта, 2б). ОАО ""Хлебозавод N 5"" (ул. Комарова космонавта, 2). Ленинский районный суд (ул. Комарова космонавта, 10а) и другие предприятия и учреждения, находящиеся на обслуживаемой территории.","603950, г. Н.Новгород, ул. Памирская, 13",2508863,Краснова Екатерина Сергеевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 08.00-10.00; вторник, среда 15.00-17.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Бульвар Заречный - дома N 7, 9 (с корпусами). Улицы: Арктическая, Архитектурная, Баумана, Гончарова - дома с N 2 по N 12 (четные с корпусами), с N 1 по N 13 (нечетные с корпусами), Дарвина, Диксона, Заводская, Затон 2-я линия, Каховская, Каширская, Котика Вали, Кутузова, Магаданская, Матросская, Памирская, Перекопская, Правдинская, Профинтерна, Сафронова героя. Переулки: Арктический, Вайгач, Профинтерна, Тупиковый 1-й, Тупиковый 2-й, Тупиковый 3-й. Территории предприятий: ОАО ""Завод электромонтажных инструментов"" (ул. Баумана, 173), ООО ""Нижегородский мясопищепром - НН"" (ул. Баумана, 173), ООО ""Кока-кола ЭйчБиСи Евразия"" (ул. Баумана, 66), ЗАО ""Нижегородский камнеобрабатывающий завод"" (ул. Памирская, 11), ЗАО ""Завод фрезерных станков"" (ул. Памирская, 11). Лицей N 11 (ул. Каширская, 58). МОУ средние общеобразовательные школы N 91, 106, 120. Стационар N 2 ГУ ""Приволжский окружной медицинский центр Минздрава России"" (ул. Гончарова, 1б) и другие организации, предприятия и учреждения, находящиеся на обслуживаемой территории.","Бульвар Заречный - дома N 7, 9 (с корпусами). Улицы: Арктическая, Архитектурная, Баумана, Гончарова - дома с N 2 по N 12 (четные с корпусами), с N 1 по N 13 (нечетные с корпусами), Дарвина, Диксона, Заводская, Затон 2-я линия, Каховская, Каширская, Котика Вали, Кутузова, Магаданская, Матросская, Памирская, Перекопская, Правдинская, Профинтерна, Сафронова героя. Переулки: Арктический, Вайгач, Профинтерна, Тупиковый 1-й, Тупиковый 2-й, Тупиковый 3-й. Территории предприятий: ОАО ""Завод электромонтажных инструментов"" (ул. Баумана, 173), ООО ""Нижегородский мясопищепром - НН"" (ул. Баумана, 173), ООО ""Кока-кола ЭйчБиСи Евразия"" (ул. Баумана, 66), ЗАО ""Нижегородский камнеобрабатывающий завод"" (ул. Памирская, 11), ЗАО ""Завод фрезерных станков"" (ул. Памирская, 11). Лицей N 11 (ул. Каширская, 58). МОУ средние общеобразовательные школы N 91, 106, 120. Стационар N 2 ГУ ""Приволжский окружной медицинский центр Минздрава России"" (ул. Гончарова, 1б) и другие организации, предприятия и учреждения, находящиеся на обслуживаемой территории."
7,"Границы участка: Бульвар Заречный - дома N 1, 3, 5. Проспект Ленина - дома с N 20 по N 60 (четные с корпусами). Улицы: Баха академика, Гончарова - дома с N 19 по N 25 (нечетные), с N 16 по N 24 (четные с корпусами), Комарова космонавта, Макарова адмирала - дома с N 1 по N 7 (нечетные с корпусами), Норильская, Подводников - дома N 29, 31, Сухопутная, Усиевича, Чугунова героя, Юпитерская. Переулок Юпитерский. Территории предприятий: ОАО ""Инженерный центр энергетики Поволжья"" - филиал ""Нижегородскэнергосетьпроект"" (пр. Ленина, 20). МЛПУ ""Городская больница N 33"" (пр. Ленина, 54). МОУ ""Специальная школа-интернат N 6"" (ул. Сухопутная, 2). МОУ средние общеобразовательные школы N 148, 175, 177, 182. Нижегородский колледж экономики, статистики и права (ул. Космонавта Комарова). Сочинский государственный университет туризма и курортного дела (ул. Макарова адмирала, 1а). ККЗ ""Россия"" (пр. Ленина, 32). Администрация Ленинского района (пр. Ленина, 46). Управление внутренних дел по Ленинскому району (ул. Чугунова, 3). Военный комиссариат Ленинского района (ул. Чугунова, 7). ГУ ""Управление Пенсионного фонда Российской Федерации в Ленинском районе г. Нижнего Новгорода"" (пр. Ленина, 54а). Инспекция Федеральной налоговой службы России по Ленинскому району (ул. Комарова космонавта, 2б). ОАО ""Хлебозавод N 5"" (ул. Комарова космонавта, 2). Ленинский районный суд (ул. Комарова космонавта, 10а) и другие предприятия и учреждения, находящиеся на обслуживаемой территории.","603950, г. Н.Новгород, ул. Памирская , 13",2508544,Гусарова Татьяна Михайловна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 08.00-10.00; вторник, среда 15.00-17.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Ленина - дома N со 2 по 10а (четные). Улицы: Возрождения, Воротынская, Голубева, Даргомыжского - дома с N 16 по N 28 (с корпусами), Делегатская, Деревообделочная, Искры - дома N 43, 44, Июльских Дней - дома с N 3 по N 21 (нечетные), с N 20 по N 26 (четные), Коллективизации, Менделеева - дома с N 1 по N 7 (нечетные), с N 2 по N 6 (четные), Мичурина, Молитовская, Октябрьской Революции - дома N 65, с N 70 по N 98 (четные), Правды, Тургайская, Чонгарская - дома N 2, 4, 7, Электрическая. Переулки: Мотальный, Тургайский. Территории предприятий: ООО ""Пивоваренная компания ""Волга"" (ул. Воротынская, 3). МОУ средние общеобразовательные школы N 62, 94, 97, 101. МЛПУ ""Городская больница N 11"" (ул. Трамвайная, 66). Дорожная клиническая больница ГЖД (пр. Ленина, 18). МЛПУ ""Роддом N 4"" (ул. Октябрьской Революции, 66). МЛПУ ""Психиатрическая больница N 2"" (ул. Июльских Дней, 3). МЛПУ ""Городская хирургическая больница N 7"" (ул. Октябрьской Революции, 66а). Торговая площадка ""Молитовка"" (пл. Комсомольская). Управление ГЖД. ГФУП ""НПП ""Полет"" (пл. Комсомольская, 1) и другие организации, предприятия и учреждения, находящиеся на обслуживаемой территории.

Московский район","Проспект Ленина - дома N со 2 по 10а (четные). Улицы: Возрождения, Воротынская, Голубева, Даргомыжского - дома с N 16 по N 28 (с корпусами), Делегатская, Деревообделочная, Искры - дома N 43, 44, Июльских Дней - дома с N 3 по N 21 (нечетные), с N 20 по N 26 (четные), Коллективизации, Менделеева - дома с N 1 по N 7 (нечетные), с N 2 по N 6 (четные), Мичурина, Молитовская, Октябрьской Революции - дома N 65, с N 70 по N 98 (четные), Правды, Тургайская, Чонгарская - дома N 2, 4, 7, Электрическая. Переулки: Мотальный, Тургайский. Территории предприятий: ООО ""Пивоваренная компания ""Волга"" (ул. Воротынская, 3). МОУ средние общеобразовательные школы N 62, 94, 97, 101. МЛПУ ""Городская больница N 11"" (ул. Трамвайная, 66). Дорожная клиническая больница ГЖД (пр. Ленина, 18). МЛПУ ""Роддом N 4"" (ул. Октябрьской Революции, 66). МЛПУ ""Психиатрическая больница N 2"" (ул. Июльских Дней, 3). МЛПУ ""Городская хирургическая больница N 7"" (ул. Октябрьской Революции, 66а). Торговая площадка ""Молитовка"" (пл. Комсомольская). Управление ГЖД. ГФУП ""НПП ""Полет"" (пл. Комсомольская, 1) и другие организации, предприятия и учреждения, находящиеся на обслуживаемой территории.

Московский район"
1,Московский район,"603047, г. Н.Новгород, ул. Рябцева, 29",2708503,Константинова Юлия Викторовна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Аральская, Байдукова, Балочная, Баранова, Белякова, Беляковского, Бобруйская, Волнистая, Григоровича, Депутатов, Джамбула, Зенитная, Камская, Майская, Мечникова, Орджоникидзе, Петродворецкая, Пропеллерная, Ружейная, Самолетная, Сибирякова, Топольная, Уншлихта, Хохломская, Художников, Черняховского, Чехова, Ярошенко, Ясельная.","Улицы: Аральская, Байдукова, Балочная, Баранова, Белякова, Беляковского, Бобруйская, Волнистая, Григоровича, Депутатов, Джамбула, Зенитная, Камская, Майская, Мечникова, Орджоникидзе, Петродворецкая, Пропеллерная, Ружейная, Самолетная, Сибирякова, Топольная, Уншлихта, Хохломская, Художников, Черняховского, Чехова, Ярошенко, Ясельная."
2,Московский район,"603950, г. Н.Новгород, ул. Березовская, д.106",2707322,Фомичева Татьяна Анатольевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник 16.00-17.00; четверг 09.00-10.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Рябцева, Чаадаева. Шоссе Московское.","Улицы: Рябцева, Чаадаева. Шоссе Московское."
3,Московский район,"603044, г. Н.Новгород, ул. Гас",2704240,Борейчук Любовь Николаевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Березовская, Брикетная, Костичевская, Лучистая, Механизаторов, Пырская, Фрезеристов, Чернореченская, Ягодная.","Улицы: Березовская, Брикетная, Костичевская, Лучистая, Механизаторов, Пырская, Фрезеристов, Чернореченская, Ягодная."
4,Московский район,"603950, г. Н.Новгород, ул. Красных Зорь, 14",2708498,Малинина Ирина Александровна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Героев. Улицы: Акмолинская, Барнаульская, Бригадная, Бурнаковская, Буферная, Кошелева, Куйбышева, Лесохимиков, Маршала Казакова, Мориса Тореза, Нефтегазовская, Совхозная, Узкая, Ушинского, Фанерная, Химиков, Чернораменская, Чехова, Шаляпина, Шота Руставели. Проезд Бурнаковский.","Проспект Героев. Улицы: Акмолинская, Барнаульская, Бригадная, Бурнаковская, Буферная, Кошелева, Куйбышева, Лесохимиков, Маршала Казакова, Мориса Тореза, Нефтегазовская, Совхозная, Узкая, Ушинского, Фанерная, Химиков, Чернораменская, Чехова, Шаляпина, Шота Руставели. Проезд Бурнаковский."
5,Московский район,"603950, г. Н.Новгород, проспект Героев, д.39",2705747,Кондаков Денис Донадович	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Коминтерна, Красный Пахарь, Народная. Шоссе Сормовское. Переулок Семеновский.","Улицы: Коминтерна, Красный Пахарь, Народная. Шоссе Сормовское. Переулок Семеновский."
6,Московский район,"603047, г. Н.Новгород, ул. Красных Зорь, 14",2707864,Кутузова Елена Владимировна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Безрукова, Бийская, Генерала Клюева, Евгения Никонова, Квартальная, Красных Зорь, Москвина, Площадь Кольцова, 50-летия Победы, Софьи Перовской, Страж Революции, Шаумяна.","Улицы: Безрукова, Бийская, Генерала Клюева, Евгения Никонова, Квартальная, Красных Зорь, Москвина, Площадь Кольцова, 50-летия Победы, Софьи Перовской, Страж Революции, Шаумяна."
7,Московский район,"603950, г. Н.Новгород, ул. Гас",,,"Время работы: с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник 16.00-17.00; четверг 09.00-10.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Боткина, Буревестника, Гастелло, Гвардейцев, Героя Давыдова, Глинки, Дежнева, Добровольческая, Кадровая, Кожанова, Левинка, Линдовская, Лобачевского, Лубянская, Люкина, Маршала Воронова, Менжинского, Мирошникова, Павла Орлова, Панфиловцев, Просвещенская, Уральская, Уфимская, Чебоксарская, 1-я Экономическая, 2-я Экономическая.

Нижегородский район","Улицы: Боткина, Буревестника, Гастелло, Гвардейцев, Героя Давыдова, Глинки, Дежнева, Добровольческая, Кадровая, Кожанова, Левинка, Линдовская, Лобачевского, Лубянская, Люкина, Маршала Воронова, Менжинского, Мирошникова, Павла Орлова, Панфиловцев, Просвещенская, Уральская, Уфимская, Чебоксарская, 1-я Экономическая, 2-я Экономическая.

Нижегородский район"
1,Нижегородский район,"603950, г. Н.Новгород, ул. Рождественская, 19",4306420,Быков Дмитрий Александрович	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площади: Свободы, Народного Единства. Улицы: Академика Блохиной (бывшая Загорского), Большие Овраги, Ванеева - дома с N 1 по N 5, Володарского, Ереванская, Звездинка, Ижорская - дома N 3, 4, Ковалихинская, Студеная, Торговая, Черниговская, Шевченко, 3-я Ямская. Переулки: Лудильный, Рыбный, Холодный. Съезды: Георгиевский, Ивановский. Слобода Красная. Проезд Онежский.","Площади: Свободы, Народного Единства. Улицы: Академика Блохиной (бывшая Загорского), Большие Овраги, Ванеева - дома с N 1 по N 5, Володарского, Ереванская, Звездинка, Ижорская - дома N 3, 4, Ковалихинская, Студеная, Торговая, Черниговская, Шевченко, 3-я Ямская. Переулки: Лудильный, Рыбный, Холодный. Съезды: Георгиевский, Ивановский. Слобода Красная. Проезд Онежский."
2,Нижегородский район,"603950, г. Н.Новгород, ул. Рождественская, 19",4302504,Ремизов Владимир Владимирович	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площади: Кремль, Минина. Набережная Верхне-Волжская. Улицы: Арзамасская, Бринского, Варварская, Гребешковский откос, Грузинская, Касьянова, Кожевенная, Лопатина, Маслякова, Новая, Обозная, Октябрьская, Соревнования, Яблоневая. Переулки: Бойновский, Вахитова, Обозный, Университетский, Чернопрудный. Съезды: Зеленский, Похвалинский. Слободы: Кошелевка, Печеры. Парк имени Кулибина. Садоводческое товарищество ""Пионер"".","Площади: Кремль, Минина. Набережная Верхне-Волжская. Улицы: Арзамасская, Бринского, Варварская, Гребешковский откос, Грузинская, Касьянова, Кожевенная, Лопатина, Маслякова, Новая, Обозная, Октябрьская, Соревнования, Яблоневая. Переулки: Бойновский, Вахитова, Обозный, Университетский, Чернопрудный. Съезды: Зеленский, Похвалинский. Слободы: Кошелевка, Печеры. Парк имени Кулибина. Садоводческое товарищество ""Пионер""."
3,Нижегородский район,"603950, г. Н.Новгород, ул. Рождественская, 21-Е",4304234,Коптелов Кирилл Евгеньевич	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площадь Маркина. Набережная Нижне-Волжская. Улицы: Агрономическая - дом № 43а, Большая Перекрестная, Гребной канал, Ильинская, Лыкова Дамба, Лысогорская, Малая Покровская, Одесская, Ошарская - дома с № 1 по № 39 (нечетная сторона), с № 2 по № 58 (четная сторона), Пожарского, Рождественская, Северо-Восточная - дома № 1, 4-9, 50, Сергиевская, Трудовая, Цимлянская, Ярославская. (в ред. Закона области от 05.09.2012 № 120-З) Переулки: Гранитный, Кожевенный, Короткий, Крутой. Съезд Почтовый. Слободы: Приволжская, Прибрежная. Стадион ""Динамо"".","Площадь Маркина. Набережная Нижне-Волжская. Улицы: Агрономическая - дом № 43а, Большая Перекрестная, Гребной канал, Ильинская, Лыкова Дамба, Лысогорская, Малая Покровская, Одесская, Ошарская - дома с № 1 по № 39 (нечетная сторона), с № 2 по № 58 (четная сторона), Пожарского, Рождественская, Северо-Восточная - дома № 1, 4-9, 50, Сергиевская, Трудовая, Цимлянская, Ярославская. (в ред. Закона области от 05.09.2012 № 120-З) Переулки: Гранитный, Кожевенный, Короткий, Крутой. Съезд Почтовый. Слободы: Приволжская, Прибрежная. Стадион ""Динамо""."
4,Нижегородский район,"603950, г. Н.Новгород, ул. Рождественская, 19",4313692,Щипкова Марина Анатольевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площади: Сенная, Театральная. Набережная Федоровского. Улицы: Богдановича, Большая Печерская, Воровского, Гаршина, Гоголя, Дальняя, Донецкая, Ковровская, Короленко, Красносельская, Малая Ямская, Нижегородская, Овражная, Пискунова, Сеченова, Тургенева, Фрунзе, Широкая. Переулки: Гаршина, Мельничный, Могилевича, Парниковый - дома N 23а, 25, Ткачева. Съезд Казанский. Садоводческое товарищество ""Коллектив старших офицеров""","Площади: Сенная, Театральная. Набережная Федоровского. Улицы: Богдановича, Большая Печерская, Воровского, Гаршина, Гоголя, Дальняя, Донецкая, Ковровская, Короленко, Красносельская, Малая Ямская, Нижегородская, Овражная, Пискунова, Сеченова, Тургенева, Фрунзе, Широкая. Переулки: Гаршина, Мельничный, Могилевича, Парниковый - дома N 23а, 25, Ткачева. Съезд Казанский. Садоводческое товарищество ""Коллектив старших офицеров"""
5,Нижегородский район,"603950, г.Н.Новгород, ул.Верхнепечерская, д.15, корп.1, помещение 1",2788294,Маркина Оксана Евгеньевна	Время работы с,"Время работы с 8-00 до 17-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площадь Ошарская. Набережная Казанская. Улицы: Алексеевская, Белинского (четные дома), Верхне-Печерская, Деловая, Заломова, Крупской, Магистратская, Нестерова, Новосолдатская, Онежская, Почаинская, Почаинский овраг, Провиантская, Решетниковская, Славянская, Суетинская, Тверская, Ульянова, Чернышевского. Переулок Казарменный. Съезд Печерский. Слобода Подновье. Стадион ""Водник"". Садоводческое товарищество ""Ракета"".","Площадь Ошарская. Набережная Казанская. Улицы: Алексеевская, Белинского (четные дома), Верхне-Печерская, Деловая, Заломова, Крупской, Магистратская, Нестерова, Новосолдатская, Онежская, Почаинская, Почаинский овраг, Провиантская, Решетниковская, Славянская, Суетинская, Тверская, Ульянова, Чернышевского. Переулок Казарменный. Съезд Печерский. Слобода Подновье. Стадион ""Водник"". Садоводческое товарищество ""Ракета""."
6,Нижегородский район,"603950, г. Н.Новгород, ул. Рождественская, 19",4373569,Галдина Оксана Александровна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площадь М. Горького. Улицы: Большая Покровская, Добролюбова, Костина, М. Горького, Минина, Приусадебная - дома N 46, 48, 50а, 52, 54, 56, Семашко. Переулки: Гоголя, Казбекский, М. Ямской, Плотничный. Слобода Александровская. Канавинский мост. Садоводческие товарищества: ""Буревестник"", ""Восход"", ""Дружба"", ""Маяк"", ""Спутник"".","Площадь М. Горького. Улицы: Большая Покровская, Добролюбова, Костина, М. Горького, Минина, Приусадебная - дома N 46, 48, 50а, 52, 54, 56, Семашко. Переулки: Гоголя, Казбекский, М. Ямской, Плотничный. Слобода Александровская. Канавинский мост. Садоводческие товарищества: ""Буревестник"", ""Восход"", ""Дружба"", ""Маяк"", ""Спутник""."
7,Нижегородский район,"603950, г. Н.Новгород, ул.Верхнепечерская, д.15. помещение 1.",2788293,Соколов Денис Вячеславович	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Ал.Хохлова, Казанское шоссе, Кудьминская, Нижне-Печерская, Радужная, Родионова, Ульянова, Усилова, Фруктовая. Слобода Подновье. Деревня Новая. Курортный поселок ""Зеленый Город"".

Приокский район","Улицы: Ал.Хохлова, Казанское шоссе, Кудьминская, Нижне-Печерская, Радужная, Родионова, Ульянова, Усилова, Фруктовая. Слобода Подновье. Деревня Новая. Курортный поселок ""Зеленый Город"".

Приокский район"
1,Приокский район,"603950, г. Н.Новгород, Анкудиновское шоссе, 32",4651458,Тимина Марина Ананьевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Гагарина - дома N 37, 37а, 39, 41, 68, 72, 74, 78, 80, 82, 86, 88, 90, 92, 94, 96, 100. Улицы: Арсеньева, Бонч-Бруевича, Вологдина, Гжатская, Елисеева, Корейская, Крылова, Луганская, Медицинская, Столетова, Сурикова, Терешковой. Переулок Корейский.","Проспект Гагарина - дома N 37, 37а, 39, 41, 68, 72, 74, 78, 80, 82, 86, 88, 90, 92, 94, 96, 100. Улицы: Арсеньева, Бонч-Бруевича, Вологдина, Гжатская, Елисеева, Корейская, Крылова, Луганская, Медицинская, Столетова, Сурикова, Терешковой. Переулок Корейский."
2,Приокский район,"603950, г. Н.Новгород, Анкудиновское шоссе, 32",4656772,Кокрина Наталья Андреевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Гагарина - дома N 102, 104, 106, 108, 110, 110а, 110б, 112, 112а, 114, 116, 118, 120, 122, 124, 126, 128, 128а, 130, 130а, 132, 134, 136, 138, 138а, 140, 142, 146, 150, 156, 160, 162, 164, 166, 168, 170, 172, 174. Улицы: Азовская, Батумская, Глазунова, Карбышева, Кологривская, Невская, 30 лет Октября, 40 лет Октября, Подгорная, Пятигорская, Радистов, ст. Мыза, Углова, Цветочная, Широтная, Энергетиков. Шоссе Анкудиновское. Переулки: 1-й Осташковский, 2-й Осташковский. Поселок Дубенки.","Проспект Гагарина - дома N 102, 104, 106, 108, 110, 110а, 110б, 112, 112а, 114, 116, 118, 120, 122, 124, 126, 128, 128а, 130, 130а, 132, 134, 136, 138, 138а, 140, 142, 146, 150, 156, 160, 162, 164, 166, 168, 170, 172, 174. Улицы: Азовская, Батумская, Глазунова, Карбышева, Кологривская, Невская, 30 лет Октября, 40 лет Октября, Подгорная, Пятигорская, Радистов, ст. Мыза, Углова, Цветочная, Широтная, Энергетиков. Шоссе Анкудиновское. Переулки: 1-й Осташковский, 2-й Осташковский. Поселок Дубенки."
